Name,geometry_layer,wkt
,"Section #71, 132kV, 'ad400', from Str. #710 Set 41 'AD-P1' to Str. #711 Set 41
                    'AD-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'","MULTILINESTRING Z ((8.0547345441 47.4037850634 388.18, 8.0547041314 47.4037556253 387.783, 8.0546737189 47.4037261873 387.4099, 8.0546433063 47.4036967492 387.0607, 8.0546128938 47.4036673112 386.7356, 8.0545824813 47.4036378731 386.4343, 8.0545520688 47.403608435 386.157, 8.0545216564 47.403578997 385.9036, 8.054491244 47.4035495589 385.6741, 8.0544608317 47.4035201208 385.4684, 8.0544304193 47.4034906827 385.2867, 8.0544000071 47.4034612446 385.1288, 8.0543695948 47.4034318064 384.9949, 8.0543391826 47.4034023683 384.8847, 8.0543087704 47.4033729302 384.7985, 8.0542783583 47.403343492 384.7361, 8.0542479461 47.4033140539 384.6976, 8.0542175341 47.4032846157 384.6829, 8.054187122 47.4032551775 384.6921, 8.05415671 47.4032257393 384.7251, 8.054126298 47.4031963012 384.7821, 8.054095886 47.403166863 384.8628, 8.0540654741 47.4031374248 384.9675, 8.0540350623 47.4031079865 385.096, 8.0540046504 47.4030785483 385.2483, 8.0539742386 47.4030491101 385.4246, 8.0539438268 47.4030196719 385.6247, 8.0539134151 47.4029902336 385.8488, 8.0538830033 47.4029607954 386.0967, 8.0538525917 47.4029313571 386.3685, 8.05382218 47.4029019188 386.6643, 8.0537917684 47.4028724805 386.984, 8.0537613568 47.4028430423 387.3276, 8.0537309453 47.402813604 387.6952, 8.0537005338 47.4027841656 388.0867, 8.0536701223 47.4027547273 388.5022, 8.0536397108 47.402725289 388.9418, 8.0536092994 47.4026958507 389.4053, 8.053578888 47.4026664123 389.8928, 8.0535484767 47.402636974 390.4044, 8.0535180654 47.4026075357 390.9401, 8.0534876541 47.4025780973 391.4998, 8.0534572429 47.4025486589 392.0837, 8.0534268317 47.4025192205 392.6916, 8.0533964205 47.4024897822 393.3237, 8.0533660093 47.4024603438 393.98))"
Section #72,"Section #72, 0kV, 'Erdseil200', from Str. #710 Set 59 'AD-G1' to Str. #711 Set
                    39 'AG-G1', Section at 10 degr�s 'Initial RS', Notes: 'DAM-cdg'",POINT Z (8.0540737615 47.4031102907 388.8192)
,"Section #72, 0kV, 'Erdseil200', from Str. #710 Set 59 'AD-G1' to Str. #711 Set
                    39 'AG-G1', Section at 10 degr�s 'Initial RS', Notes: 'DAM-cdg'","MULTILINESTRING Z ((8.0547571357 47.4037718617 390.18, 8.0547267634 47.4037424589 389.9387, 8.054696391 47.403713056 389.7142, 8.0546660188 47.4036836531 389.5065, 8.0546356465 47.4036542502 389.3157, 8.0546052743 47.4036248473 389.1417, 8.0545749021 47.4035954444 388.9846, 8.05454453 47.4035660415 388.8442, 8.0545141579 47.4035366386 388.7207, 8.0544837858 47.4035072356 388.614, 8.0544534138 47.4034778327 388.5241, 8.0544230418 47.4034484297 388.451, 8.0543926698 47.4034190268 388.3948, 8.0543622978 47.4033896238 388.3553, 8.0543319259 47.4033602208 388.3327, 8.0543015541 47.4033308178 388.3269, 8.0542711822 47.4033014148 388.3379, 8.0542408104 47.4032720118 388.3657, 8.0542104386 47.4032426088 388.4103, 8.0541800669 47.4032132058 388.4717, 8.0541496952 47.4031838028 388.55, 8.0541193235 47.4031543998 388.645, 8.0540889519 47.4031249967 388.7569, 8.0540585803 47.4030955937 388.8856, 8.0540282087 47.4030661906 389.0311, 8.0539978372 47.4030367875 389.1935, 8.0539674657 47.4030073845 389.3726, 8.0539370942 47.4029779814 389.5686, 8.0539067228 47.4029485783 389.7815, 8.0538763513 47.4029191752 390.0111, 8.05384598 47.4028897721 390.2576, 8.0538156086 47.402860369 390.521, 8.0537852373 47.4028309658 390.8012, 8.0537548661 47.4028015627 391.0983, 8.0537244948 47.4027721596 391.4122, 8.0536941236 47.4027427564 391.743, 8.0536637525 47.4027133533 392.0907, 8.0536333813 47.4026839501 392.4552, 8.0536030102 47.4026545469 392.8366, 8.0535726391 47.4026251437 393.2349, 8.0535422681 47.4025957405 393.6502, 8.0535118971 47.4025663373 394.0823, 8.0534815261 47.4025369341 394.5313, 8.0534511552 47.4025075309 394.9973, 8.0534207843 47.4024781277 395.4802, 8.0533904134 47.4024487245 395.98))"
Section #73,"Section #73, 132kV, 'ad400', from Str. #711 Set 21 'AG-P1' to Str. #712 Set 41
                    'AD-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'",POINT Z (8.0525962471 47.4017170478 387.5375)
,"Section #73, 132kV, 'ad400', from Str. #711 Set 21 'AG-P1' to Str. #712 Set 41
                    'AD-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'","MULTILINESTRING Z ((8.0533660093 47.4024603438 393.98, 8.0533317982 47.4024273094 393.3768, 8.0532975871 47.4023942751 392.8032, 8.053263376 47.4023612407 392.2592, 8.053229165 47.4023282063 391.7448, 8.053194954 47.402295172 391.2599, 8.0531607431 47.4022621376 390.8044, 8.0531265322 47.4022291032 390.3785, 8.0530923213 47.4021960688 389.9821, 8.0530581105 47.4021630343 389.6151, 8.0530238997 47.4021299999 389.2775, 8.052989689 47.4020969655 388.9694, 8.0529554783 47.402063931 388.6906, 8.0529212676 47.4020308966 388.4413, 8.052887057 47.4019978621 388.2214, 8.0528528465 47.4019648276 388.0308, 8.052818636 47.4019317931 387.8696, 8.0527844255 47.4018987586 387.7378, 8.0527502151 47.4018657241 387.6353, 8.0527160047 47.4018326896 387.5622, 8.0526817943 47.401799655 387.5185, 8.052647584 47.4017666205 387.504, 8.0526133738 47.4017335859 387.519, 8.0525791635 47.4017005513 387.5633, 8.0525449534 47.4016675168 387.6369, 8.0525107432 47.4016344822 387.7399, 8.0524765331 47.4016014476 387.8722, 8.0524423231 47.401568413 388.0339, 8.0524081131 47.4015353783 388.225, 8.0523739031 47.4015023437 388.4455, 8.0523396932 47.4014693091 388.6953, 8.0523054833 47.4014362744 388.9746, 8.0522712735 47.4014032398 389.2833, 8.0522370637 47.4013702051 389.6213, 8.0522028539 47.4013371704 389.9889, 8.0521686442 47.4013041357 390.3858, 8.0521344345 47.401271101 390.8123, 8.0521002249 47.4012380663 391.2682, 8.0520660153 47.4012050316 391.7537, 8.0520318058 47.4011719968 392.2687, 8.0519975963 47.4011389621 392.8132, 8.0519633868 47.4011059273 393.3873, 8.0519291774 47.4010728926 393.991, 8.0518949681 47.4010398578 394.6243, 8.0518607587 47.401006823 395.2873, 8.0518265494 47.4009737882 395.98))"
Section #74,"Section #74, 132kV, 'ad400', from Str. #711 Set 22 'AG-P2' to Str. #712 Set 42
                    'AD-P2', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-med'",POINT Z (8.0525949021 47.4017177037 384.04)
,"Section #74, 132kV, 'ad400', from Str. #711 Set 22 'AG-P2' to Str. #712 Set 42
                    'AD-P2', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-med'","MULTILINESTRING Z ((8.0533632978 47.4024616348 390.98, 8.0533291469 47.4024285718 390.3547, 8.053294996 47.4023955087 389.7589, 8.0532608452 47.4023624457 389.1928, 8.0532266944 47.4023293826 388.6562, 8.0531925437 47.4022963195 388.1492, 8.053158393 47.4022632565 387.6717, 8.0531242424 47.4022301934 387.2236, 8.0530900918 47.4021971303 386.8051, 8.0530559412 47.4021640672 386.416, 8.0530217907 47.402131004 386.0563, 8.0529876402 47.4020979409 385.7261, 8.0529534898 47.4020648778 385.4253, 8.0529193394 47.4020318146 385.1539, 8.0528851891 47.4019987514 384.9118, 8.0528510388 47.4019656883 384.6992, 8.0528168885 47.4019326251 384.5159, 8.0527827383 47.4018995619 384.362, 8.0527485881 47.4018664987 384.2374, 8.052714438 47.4018334355 384.1422, 8.0526802879 47.4018003722 384.0763, 8.0526461379 47.401767309 384.0397, 8.0526119879 47.4017342458 384.0325, 8.0525778379 47.4017011825 384.0547, 8.052543688 47.4016681192 384.1062, 8.0525095381 47.401635056 384.187, 8.0524753883 47.4016019927 384.2972, 8.0524412385 47.4015689294 384.4367, 8.0524070887 47.4015358661 384.6056, 8.052372939 47.4015028027 384.8038, 8.0523387893 47.4014697394 385.0314, 8.0523046397 47.4014366761 385.2884, 8.0522704901 47.4014036127 385.5748, 8.0522363406 47.4013705494 385.8906, 8.0522021911 47.401337486 386.2358, 8.0521680416 47.4013044226 386.6105, 8.0521338922 47.4012713592 387.0146, 8.0520997429 47.4012382958 387.4482, 8.0520655935 47.4012052324 387.9112, 8.0520314443 47.401172169 388.4038, 8.051997295 47.4011391055 388.9259, 8.0519631458 47.4011060421 389.4775, 8.0519289967 47.4010729786 390.0587, 8.0518948475 47.4010399152 390.6695, 8.0518606985 47.4010068517 391.3099, 8.0518265494 47.4009737882 391.98))"
Section #75,"Section #75, 132kV, 'ad400', from Str. #711 Set 23 'AG-P3' to Str. #712 Set 43
                    'AD-P3', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-inf'",POINT Z (8.0525962686 47.4017170686 380.54)
,"Section #75, 132kV, 'ad400', from Str. #711 Set 23 'AG-P3' to Str. #712 Set 43
                    'AD-P3', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-inf'","MULTILINESTRING Z ((8.0533660093 47.4024603438 387.98, 8.0533317982 47.4024273094 387.3323, 8.0532975871 47.4023942751 386.7142, 8.053263376 47.4023612407 386.1258, 8.053229165 47.4023282063 385.5669, 8.053194954 47.402295172 385.0376, 8.0531607431 47.4022621376 384.5378, 8.0531265322 47.4022291032 384.0675, 8.0530923213 47.4021960688 383.6267, 8.0530581105 47.4021630343 383.2153, 8.0530238997 47.4021299999 382.8335, 8.052989689 47.4020969655 382.481, 8.0529554783 47.402063931 382.158, 8.0529212676 47.4020308966 381.8644, 8.052887057 47.4019978621 381.6002, 8.0528528465 47.4019648276 381.3654, 8.052818636 47.4019317931 381.1599, 8.0527844255 47.4018987586 380.9838, 8.0527502151 47.4018657241 380.8371, 8.0527160047 47.4018326896 380.7197, 8.0526817943 47.401799655 380.6317, 8.052647584 47.4017666205 380.573, 8.0526133738 47.4017335859 380.5437, 8.0525791635 47.4017005513 380.5437, 8.0525449534 47.4016675168 380.573, 8.0525107432 47.4016344822 380.6317, 8.0524765331 47.4016014476 380.7197, 8.0524423231 47.401568413 380.8371, 8.0524081131 47.4015353783 380.9838, 8.0523739031 47.4015023437 381.1599, 8.0523396932 47.4014693091 381.3654, 8.0523054833 47.4014362744 381.6002, 8.0522712735 47.4014032398 381.8644, 8.0522370637 47.4013702051 382.158, 8.0522028539 47.4013371704 382.481, 8.0521686442 47.4013041357 382.8335, 8.0521344345 47.401271101 383.2153, 8.0521002249 47.4012380663 383.6267, 8.0520660153 47.4012050316 384.0675, 8.0520318058 47.4011719968 384.5378, 8.0519975963 47.4011389621 385.0376, 8.0519633868 47.4011059273 385.5669, 8.0519291774 47.4010728926 386.1258, 8.0518949681 47.4010398578 386.7142, 8.0518607587 47.401006823 387.3323, 8.0518265494 47.4009737882 387.98))"
Section #76,"Section #76, 132kV, 'ad400', from Str. #711 Set 24 'AG-P4' to Str. #712 Set 44
                    'AD-P4', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-sup'",POINT Z (8.0526480988 47.4016928462 387.5463)
,"Section #76, 132kV, 'ad400', from Str. #711 Set 24 'AG-P4' to Str. #712 Set 44
                    'AD-P4', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-sup'","MULTILINESTRING Z ((8.0534148175 47.4024371052 393.98, 8.0533807416 47.402404028 393.3776, 8.0533466658 47.4023709509 392.8047, 8.05331259 47.4023378737 392.2614, 8.0532785142 47.4023047966 391.7476, 8.0532444385 47.4022717194 391.2633, 8.0532103628 47.4022386422 390.8085, 8.0531762872 47.402205565 390.3831, 8.0531422116 47.4021724878 389.9872, 8.053108136 47.4021394106 389.6207, 8.0530740605 47.4021063333 389.2836, 8.0530399851 47.4020732561 388.9759, 8.0530059096 47.4020401788 388.6975, 8.0529718343 47.4020071016 388.4485, 8.0529377589 47.4019740243 388.2289, 8.0529036836 47.401940947 388.0386, 8.0528696084 47.4019078697 387.8777, 8.0528355332 47.4018747924 387.7461, 8.052801458 47.4018417151 387.6438, 8.0527673829 47.4018086378 387.5708, 8.0527333078 47.4017755605 387.5271, 8.0526992327 47.4017424831 387.5128, 8.0526651577 47.4017094058 387.5278, 8.0526310828 47.4016763284 387.572, 8.0525970079 47.401643251 387.6456, 8.052562933 47.4016101737 387.7486, 8.0525288581 47.4015770963 387.8808, 8.0524947834 47.4015440189 388.0424, 8.0524607086 47.4015109414 388.2333, 8.0524266339 47.401477864 388.4535, 8.0523925592 47.4014447866 388.7032, 8.0523584846 47.4014117091 388.9821, 8.05232441 47.4013786317 389.2905, 8.0522903355 47.4013455542 389.6282, 8.052256261 47.4013124767 389.9954, 8.0522221866 47.4012793992 390.3919, 8.0521881122 47.4012463217 390.8179, 8.0521540378 47.4012132442 391.2734, 8.0521199635 47.4011801667 391.7583, 8.0520858892 47.4011470892 392.2727, 8.052051815 47.4011140116 392.8167, 8.0520177408 47.4010809341 393.3902, 8.0519836666 47.4010478565 393.9932, 8.0519495925 47.401014779 394.6258, 8.0519155184 47.4009817014 395.2881, 8.0518814444 47.4009486238 395.98))"
Section #77,"Section #77, 132kV, 'ad400', from Str. #711 Set 25 'AG-P5' to Str. #712 Set 45
                    'AD-P5', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-med'",POINT Z (8.0526494653 47.4016922112 384.0465)
,"Section #77, 132kV, 'ad400', from Str. #711 Set 25 'AG-P5' to Str. #712 Set 45
                    'AD-P5', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-med'","MULTILINESTRING Z ((8.0534175291 47.4024358141 390.98, 8.0533833929 47.4024027657 390.3552, 8.0533492568 47.4023697172 389.7601, 8.0533151208 47.4023366688 389.1944, 8.0532809848 47.4023036203 388.6584, 8.0532468488 47.4022705718 388.1518, 8.0532127128 47.4022375233 387.6747, 8.0531785769 47.4022044748 387.2271, 8.0531444411 47.4021714263 386.8089, 8.0531103053 47.4021383777 386.4202, 8.0530761695 47.4021053292 386.0609, 8.0530420338 47.4020722807 385.7309, 8.0530078981 47.4020392321 385.4304, 8.0529737625 47.4020061835 385.1592, 8.0529396269 47.4019731349 384.9174, 8.0529054913 47.4019400864 384.705, 8.0528713558 47.4019070378 384.5219, 8.0528372203 47.4018739891 384.3681, 8.0528030849 47.4018409405 384.2437, 8.0527689495 47.4018078919 384.1486, 8.0527348142 47.4017748432 384.0828, 8.0527006789 47.4017417946 384.0463, 8.0526665436 47.4017087459 384.0391, 8.0526324084 47.4016756973 384.0612, 8.0525982732 47.4016426486 384.1127, 8.0525641381 47.4016095999 384.1935, 8.052530003 47.4015765512 384.3036, 8.052495868 47.4015435024 384.443, 8.052461733 47.4015104537 384.6117, 8.052427598 47.401477405 384.8098, 8.0523934631 47.4014443562 385.0373, 8.0523593282 47.4014113075 385.2941, 8.0523251934 47.4013782587 385.5802, 8.0522910586 47.4013452099 385.8958, 8.0522569238 47.4013121611 386.2407, 8.0522227891 47.4012791123 386.615, 8.0521886545 47.4012460635 387.0188, 8.0521545198 47.4012130147 387.452, 8.0521203853 47.4011799659 387.9147, 8.0520862507 47.401146917 388.4068, 8.0520521162 47.4011138682 388.9285, 8.0520179818 47.4010808193 389.4796, 8.0519838474 47.4010477705 390.0603, 8.051949713 47.4010147216 390.6706, 8.0519155787 47.4009816727 391.3105, 8.0518814444 47.4009486238 391.98))"
Section #78,"Section #78, 132kV, 'ad400', from Str. #711 Set 26 'AG-P6' to Str. #712 Set 46
                    'AD-P6', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-inf'",POINT Z (8.0526481202 47.4016928671 380.5444)
,"Section #78, 132kV, 'ad400', from Str. #711 Set 26 'AG-P6' to Str. #712 Set 46
                    'AD-P6', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-inf'","MULTILINESTRING Z ((8.0534148175 47.4024371052 387.98, 8.0533807416 47.402404028 387.3327, 8.0533466658 47.4023709509 386.715, 8.05331259 47.4023378737 386.1269, 8.0532785142 47.4023047966 385.5683, 8.0532444385 47.4022717194 385.0393, 8.0532103628 47.4022386422 384.5398, 8.0531762872 47.402205565 384.0697, 8.0531422116 47.4021724878 383.6292, 8.053108136 47.4021394106 383.2181, 8.0530740605 47.4021063333 382.8365, 8.0530399851 47.4020732561 382.4842, 8.0530059096 47.4020401788 382.1614, 8.0529718343 47.4020071016 381.868, 8.0529377589 47.4019740243 381.6039, 8.0529036836 47.401940947 381.3692, 8.0528696084 47.4019078697 381.1639, 8.0528355332 47.4018747924 380.9879, 8.052801458 47.4018417151 380.8413, 8.0527673829 47.4018086378 380.724, 8.0527333078 47.4017755605 380.636, 8.0526992327 47.4017424831 380.5774, 8.0526651577 47.4017094058 380.548, 8.0526310828 47.4016763284 380.548, 8.0525970079 47.401643251 380.5774, 8.052562933 47.4016101737 380.636, 8.0525288581 47.4015770963 380.724, 8.0524947834 47.4015440189 380.8413, 8.0524607086 47.4015109414 380.9879, 8.0524266339 47.401477864 381.1639, 8.0523925592 47.4014447866 381.3692, 8.0523584846 47.4014117091 381.6039, 8.05232441 47.4013786317 381.868, 8.0522903355 47.4013455542 382.1614, 8.052256261 47.4013124767 382.4842, 8.0522221866 47.4012793992 382.8365, 8.0521881122 47.4012463217 383.2181, 8.0521540378 47.4012132442 383.6292, 8.0521199635 47.4011801667 384.0697, 8.0520858892 47.4011470892 384.5398, 8.052051815 47.4011140116 385.0393, 8.0520177408 47.4010809341 385.5683, 8.0519836666 47.4010478565 386.1269, 8.0519495925 47.401014779 386.715, 8.0519155184 47.4009817014 387.3327, 8.0518814444 47.4009486238 387.98))"
Section #79,"Section #79, 0kV, 'Erdseil200', from Str. #711 Set 39 'AG-G1' to Str. #712 Set
                    39 'AG-G1', Section at 10 degr�s 'Initial RS', Notes: 'DAM-cdg'",POINT Z (8.0526221932 47.4017049667 391.2854)
,"Section #79, 0kV, 'Erdseil200', from Str. #711 Set 39 'AG-G1' to Str. #712 Set
                    39 'AG-G1', Section at 10 degr�s 'Initial RS', Notes: 'DAM-cdg'","MULTILINESTRING Z ((8.0533904134 47.4024487245 395.98, 8.0533562699 47.4024156687 395.5398, 8.0533221264 47.402382613 395.1212, 8.053287983 47.4023495572 394.7242, 8.0532538396 47.4023165015 394.3488, 8.0532196963 47.4022834457 393.9949, 8.0531855529 47.4022503899 393.6626, 8.0531514097 47.4022173341 393.3518, 8.0531172665 47.4021842783 393.0625, 8.0530831233 47.4021512225 392.7948, 8.0530489801 47.4021181666 392.5486, 8.053014837 47.4020851108 392.3239, 8.052980694 47.4020520549 392.1207, 8.052946551 47.4020189991 391.9391, 8.052912408 47.4019859432 391.7789, 8.0528782651 47.4019528873 391.6402, 8.0528441222 47.4019198314 391.5231, 8.0528099793 47.4018867755 391.4274, 8.0527758365 47.4018537196 391.3532, 8.0527416938 47.4018206637 391.3005, 8.0527075511 47.4017876077 391.2693, 8.0526734084 47.4017545518 391.2596, 8.0526392657 47.4017214958 391.2714, 8.0526051232 47.4016884399 391.3047, 8.0525709806 47.4016553839 391.3594, 8.0525368381 47.4016223279 391.4357, 8.0525026956 47.4015892719 391.5334, 8.0524685532 47.4015562159 391.6527, 8.0524344108 47.4015231599 391.7934, 8.0524002685 47.4014901039 391.9556, 8.0523661262 47.4014570478 392.1394, 8.052331984 47.4014239918 392.3446, 8.0522978418 47.4013909357 392.5714, 8.0522636996 47.4013578796 392.8197, 8.0522295575 47.4013248236 393.0895, 8.0521954154 47.4012917675 393.3808, 8.0521612734 47.4012587114 393.6937, 8.0521271314 47.4012256553 394.0281, 8.0520929894 47.4011925991 394.384, 8.0520588475 47.401159543 394.7616, 8.0520247056 47.4011264869 395.1607, 8.0519905638 47.4010934307 395.5813, 8.051956422 47.4010603745 396.0236, 8.0519222803 47.4010273184 396.4875, 8.0518881386 47.4009942622 396.9729, 8.0518539969 47.400961206 397.48))"
Section #80,"Section #80, 132kV, 'ad400', from Str. #712 Set 21 'AG-P1' to Str. #713B Set
                    42 'AD-P2', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'",POINT Z (8.051437982 47.4006427773 387.4154)
,"Section #80, 132kV, 'ad400', from Str. #712 Set 21 'AG-P1' to Str. #713B Set
                    42 'AD-P2', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'","MULTILINESTRING Z ((8.0518265494 47.4009737882 395.98, 8.0518092713 47.4009590695 395.511, 8.0517919931 47.4009443508 395.0503, 8.051774715 47.400929632 394.5979, 8.0517574368 47.4009149133 394.1536, 8.0517401587 47.4009001946 393.7176, 8.0517228806 47.4008854758 393.2898, 8.0517056025 47.4008707571 392.8702, 8.0516883244 47.4008560384 392.4588, 8.0516710463 47.4008413196 392.0556, 8.0516537682 47.4008266009 391.6606, 8.0516364902 47.4008118821 391.2738, 8.0516192121 47.4007971634 390.8952, 8.051601934 47.4007824446 390.5248, 8.051584656 47.4007677259 390.1625, 8.051567378 47.4007530071 389.8084, 8.0515500999 47.4007382883 389.4624, 8.0515328219 47.4007235696 389.1246, 8.0515155439 47.4007088508 388.795, 8.0514982659 47.400694132 388.4735, 8.051480988 47.4006794133 388.1601, 8.05146371 47.4006646945 387.8549, 8.051446432 47.4006499757 387.5578, 8.0514291541 47.4006352569 387.2688, 8.0514118761 47.4006205382 386.9879, 8.0513945982 47.4006058194 386.7152, 8.0513773203 47.4005911006 386.4506, 8.0513600423 47.4005763818 386.1941, 8.0513427644 47.400561663 385.9457, 8.0513254865 47.4005469442 385.7054, 8.0513082086 47.4005322254 385.4732, 8.0512909308 47.4005175066 385.2491, 8.0512736529 47.4005027878 385.0331, 8.051256375 47.400488069 384.8251, 8.0512390972 47.4004733502 384.6253, 8.0512218193 47.4004586314 384.4335, 8.0512045415 47.4004439126 384.2499, 8.0511872637 47.4004291938 384.0743, 8.0511699859 47.4004144749 383.9068, 8.0511527081 47.4003997561 383.7473, 8.0511354303 47.4003850373 383.5959, 8.0511181525 47.4003703185 383.4526, 8.0511008747 47.4003555996 383.3174, 8.051083597 47.4003408808 383.1902, 8.0510663192 47.400326162 383.0711, 8.0510490415 47.4003114431 382.96))"
